Job_Title,Skill,Company,Company_Industry,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Company_Employees
Sr Business Data Analyst,Machine Learning| Project Management| R| SQL| Excel| Tableau| T-SQL| QlikView| Data Analysis| Python,DSD Partners Inc,,,,12,VA,
Data Analyst Manager,Perl| SAS| SQL| Data Warehouse| Leadership Experience| Python,Genworth,Banks and Financial Services,361,3.700000048,8,VA,
Integration Data Analyst,Data Mining| Microsoft SQL Server| Microsoft Powerpoint| Power BI| SDLC| SQL| Microsoft Office| Visio| Data Analysis,"C&A Industries, Inc",Consulting and Business Services,6,4.300000191,8,MO,
HR Data Analyst,Data Mining| Machine Learning| R| Statisical Analysis| Python| Workday| Excel| Tableau,NVIDIA,Computers and Electronics,177,4.199999809,30,CA,
Data Analyst - BOBJ Consultant,Data Mining| Design Experience| SAP| Business Analysis,Capgemini,Consulting and Business Services,6072,3.799999952,15,SC,"10,000+"
SMART Data Analyst,Project Management| C/C++| SQL| Data Analysis| Leadership Experience| Programmable Logic Controllers,Arconic,Industrial Manufacturing,192,2.799999952,2,IA,"10,000+"
Senior Data Analyst,Supervising Experience| SQL| Tableau,Walmart,Retail,157456,3.599999905,27,CA,"10,000+"
Sr. Data Analyst,Microsoft Powerpoint| Tableau,Voya Financial,Banks and Financial Services,203,3.400000095,30,GA,
CLINICAL COORDINATOR (PTO) - Data Analyst,,Mount Sinai Health System,Health Care,1086,4,19,NY,"10,000+"
Sr. Data Analyst,Quantitative Analysis| R| SAS| Python| SQL,Convoy,,5,4.800000191,30,WA,
Sr. Data Analyst,JD Edwards| Accounting| Excel,Crown Castle,Telecommunications,172,4,12,PA,"Less than 10,000"
Data Analyst III,SAS| Excel| SQL| Microsoft Office| Microsoft Access| Data Analysis,Centene,InsuranceHealth Care,1134,3.299999952,30,CA,"Less than 10,000"
Sr Data Analyst - Market Insight & Analytics,Data Mining| Marketing| R| SAS| Microsoft Office| SQL| Supervising Experience| Data Analysis,Blue Cross Blue Shield of Michigan,Insurance,609,3.900000095,1,MI,
Digital Data Analyst,Microsoft SQL Server| Microsoft Powerpoint| Microsoft Office| SQL| Excel| Microsoft Access,Union Bank & Trust,Banks and Financial Services,65,3.400000095,30,VA,"Less than 10,000"
Data Analyst,R| C/C++| Tableau| Java| .Net| ArcGIS| C#| Data Warehouse| MATLAB| Python,"CSSI, Inc.",,,,30,DC,
"Data Analytics Specialist, Analyst Relations",Performance Marketing| Microsoft Powerpoint| Social Media Management| Quantitative Research| SQL| Tableau,IBM,Consulting and Business Services,23472,3.900000095,11,USA,"10,000+"
Clinical Data Analyst,Microsoft SQL Server| SDLC| Excel| SQL,Prime Healthcare,Health Care,1303,3.700000048,30,CA,"10,000+"
Global Project Data Analyst (Data Analyst II),Time Management| SQL,Bio-Rad,Industrial Manufacturing,281,3.700000048,22,CA,"Less than 10,000"
Data Analyst,Microsoft SQL Server| SDLC| Oracle| SQL| ITIL| Data Analysis,Protective Life Corporation,Insurance,163,3.799999952,30,AL,
"Data Analyst (Jacksonville, FL)",Microsoft SQL Server| Project Management| R| SAS| Oracle| SQL| Microsoft Office| IVR| Python,"Syntelli Solutions, Inc",,,,30,NC,
Sr Digital Data Analyst,Google Analytics| R| Python| SQL| Tableau,"Discovery Communications, LLC","Media, News and Publishing",321,4.199999809,30,NY,"Less than 10,000"
Customer Quality Data Analyst,,Zachary Piper Solutions,Internet and Software,,,30,PA,"Less than 10,000"
Senior Data Analyst,Machine Learning| Power BI| SQL,Team Red Dog,,,,25,WA,
Salesforce Data Analyst,XML| SQL| Microsoft Office| Data Warehouse| Data Analysis,Acumen Solutions,,14,3.700000048,15,IL,
"Analyst, Imagery Analytics",R| Python| SQL| Tableau,Wayfair,Internet and Software,397,3.400000095,26,MA,"Less than 10,000"
"SQL Data Analyst, Analyst/Officer",Data Warehouse| SQL,MUFG,Banks and Financial Services,41,2.599999905,30,NJ,"10,000+"
Senior Data Analyst,Accounting| Data Mining| SQL,RK,Construction,13,3.200000048,30,CO,"Less than 10,000"
Business Data Analyst,Business Intelligence| R| SQL| Tableau| Confluence| Alteryx| Python| Jira,Advance Financial,Banks and Financial Services,468,3.900000095,30,TN,"Less than 10,000"
Junior Data Analyst,Hive| XML| Hadoop| SQL,Halfaker and Associates,,24,3.799999952,30,VA,
Junior Data Analyst,Hive| XML| Hadoop| SQL,Halfaker and Associates,,24,3.799999952,30,VA,
Junior Data Analyst,Hive| XML| Hadoop| SQL,Halfaker and Associates,,24,3.799999952,30,VA,
Financial Reporting and Data Analyst,Data Mining| ERP Systems| SAP| R| SQL| Excel| Tableau| Python| Financial Modeling,EBSCO Industries Inc,,89,3.700000048,6,NH,
CL Data Analyst II,Hyperion| R| SAS| SQL| Tableau,Arbella Insurance Group,Insurance,13,3.799999952,14,MA,
Clinical Data Analyst - Precision Medicine,Microsoft SQL Server| Microsoft Powerpoint| SQL| Tableau| Microsoft Word| Data Warehouse| Visio| Informatica,Catholic Health Initiatives,Health Care,689,3.400000095,5,CO,"10,000+"
Optical Data Analyst,Software Testing| MATLAB| Image Processing| Signal Processing| Python| C/C++,ASML,Computers and Electronics,189,4,30,CT,"10,000+"
"Data Analyst - Atlanta, GA",Machine Learning| Azure| Programmable Logic Controllers| AWS,WestRock,Industrial Manufacturing,1378,3.400000095,30,GA,"10,000+"
Data Analyst II,Microsoft SQL Server| SAP| Microsoft Office| Excel,Abbott Laboratories,Health Care,3285,4.099999905,30,CA,"10,000+"
"Data Analyst, Global Product Analytics",JavaScript| R| SQL| Tableau,Pearson,Education and Schools,1730,3.799999952,30,CO,"10,000+"
Data Analyst,SDLC| SQL| Tableau| Alteryx,T. Rowe Price,Banks and Financial Services,348,3.900000095,30,MD,"Less than 10,000"
Junior Metrics and Data Analyst (VG00839) Job,Microsoft SQL Server| Microsoft Powerpoint| Statisical Analysis| SQL| Excel| Microsoft Office| Visio,SAIC,Aerospace and Defense,2279,4,16,DC,"10,000+"
Senior Data Analyst,Microsoft SQL Server| Microsoft Powerpoint| Project Management| R| Oracle| SAS| Microsoft Office| SQL| Tableau| MySQL| Alteryx| QlikView| Visio| Data Analysis,Washington State Hospital Association (WSHA),,,,1,WA,
Business / Data Analyst,Business Intelligence| SDLC| Excel| SQL| Microsoft Access| Tableau| Data Warehouse| Visio,RBC,Banks and Financial Services,2904,4.099999905,22,NJ,"10,000+"
Salesforce Data Analyst,XML| SQL| Microsoft Office| Data Warehouse| Data Analysis,Acumen Solutions,,14,3.700000048,15,NY,
SQL Data Analyst- Applied Technology - Tax,T-SQL| Microsoft SQL Server| Accounting| SQL| Tableau,Crowe,Consulting and Business Services,183,3.799999952,21,MI,"Less than 10,000"
Data Analyst & Analytics [Healthcare] for large publicly tra...,Microsoft SQL Server| Visio| Crystal Reports| SQL,"Vertical Careers, Inc.",,,,30,IL,
Retirement Insights Data Analyst,Microsoft Powerpoint| Project Management| Microsoft Office| Tableau,Lincoln Financial Group,Insurance,735,3.799999952,12,PA,"Less than 10,000"
Clinical Data Analyst (Temporary with Benefits),,L.A. Care Health Plan,,,,16,CA,
Data Analyst/Architect,,IMTAS,,17,3.099999905,30,DC,
Senior Data Analyst,Quantitative Analysis| R| Python| SQL,Kongregate,,,,30,OR,
Data Analyst/Modeler,Visual Basic| SPARQL| SQL| Excel| Tableau,Nolij Consulting,,6,3.299999952,11,VA,
Health Data Analyst - Senior,Microsoft Word| Microsoft Powerpoint| Data Analysis| Microsoft Office,Blue Shield of California,Health Care,542,3.599999905,27,CA,"Less than 10,000"
Specialist I - Sr. Business Data Analyst,R| SAS| SQL| Tableau,Vistra Energy,,5,4.599999905,21,TX,
Operations Master Data Analyst - Supply Chain,PeopleSoft| ERP Systems,Ascension Healthcare,Health Care,457,3.299999952,1,IL,
Business Data Analyst,Microsoft Project| Project Management| SQL,George Mason University,Education and Schools,407,4.199999809,30,VA,
Sr. Data Analyst Incentive Program,SAS| SQL| Excel| Microsoft Access,AltaMed,Health Care,233,3.700000048,30,CA,
Business Data Analyst Sr,STATA| Data Mining| R| SAS| SQL| Tableau,University of Utah,Education and Schools,430,4.199999809,30,UT,"10,000+"
Business Data Analyst,SQL| Microsoft Office| Analysis Skills| Data Warehouse| Visio| Business Analysis,Willis Towers Watson,Consulting and Business Services,779,3.799999952,30,TN,"10,000+"
Data Analyst Population Health,Spark| Data Warehouse| Informatica| Python| SQL,Providence Health & Services,Health Care,1221,3.700000048,30,WA,"10,000+"
DATA ANALYST C,Linux| Machine Learning| Shell Scripting| Image Processing| C/C++| Python,University of Pennsylvania,Education and Schools,722,4.199999809,30,PA,"10,000+"
Business Integration Data Analyst,Time Management| Visio| Microsoft Office| SQL,Leidos,Aerospace and Defense,653,3.700000048,5,AL,"10,000+"
Digital Data Analyst,Google Analytics| Excel| Microsoft Access,AmeriHealth Caritas,Insurance,373,3.400000095,30,PA,"Less than 10,000"
Media Science Digital Data Analyst,Statistical Software| R| CPA| SAS| SQL| Microsoft Office| Tableau| STATA| Analysis Skills| SPSS| Data Analysis| Python,"Discovery Communications, LLC","Media, News and Publishing",321,4.199999809,19,NY,"Less than 10,000"
"Data Analyst, Marketing",Salesforce CRM| Business Intelligence| R| SAS| SQL| Excel| Tableau| Alteryx| Python,Experian,Internet and Software,330,4.300000191,30,CA,
Philanthropy Data Analyst (Fundraising),Microsoft SQL Server| Excel| HTML5| Tableau| Application Support,Trinity Health,Health Care,310,3.5,21,MI,
Financial Data Analyst,Analysis Skills,New York State Office of the Attorney General,Government,42,4.199999809,30,NY,
Population Health Data Analyst,Epic| Microsoft Powerpoint| Microsoft Office,Edward-Elmhurst Health,Health Care,364,4,20,IL,
Sr. Data Analyst - Revenue Analytics,,"RentPath, LLC",,68,3.200000048,13,GA,
Senior Data Analyst,Project Planning| Project Management| SQL,National Instruments,Computers and Electronics,244,4,19,TX,"Less than 10,000"
IT DATA ANALYST,ITIL,Los Alamos Technical Associates,,7,4.099999905,22,DC,
Data Analyst,Business Intelligence| Data Warehouse| OBIEE| Informatica| Oracle| SQL,PANGEATWO,,17,4.099999905,2,AL,
Senior Data Analyst - Bits,SQL| Data Analysis,Twitch,"Media, News and Publishing",44,4.5,30,WA,"Less than 10,000"
"Data Analyst I, Environmental Medicine and Public Health",Management Experience,Mount Sinai Health System,Health Care,1086,4,12,NY,"10,000+"
"Data Analyst, Brand Solutions, Analytics",Data Mining| Quantitative Analysis| R| SAS| Python| SQL,Criteo,,27,4,14,NY,
Data Analyst (AKA Lead Quant),Business Intelligence| Google Analytics| SQL| Tableau,Seasoned,,5,4.800000191,30,CA,
Data Analyst | Office of Transformation,SQL| Tableau| Alteryx| QlikView| Data Analysis| Six Sigma Certification,Christiana Care Health Systems,Health Care,327,4.099999905,23,DE,"10,000+"
Field Manufacturing Data Analyst,Microsoft Powerpoint| Oracle| Microsoft Office| Excel| Supervising Experience,Niagara Bottling,Food and Beverages,322,3,30,CA,"Less than 10,000"
Senior Data Analyst,ISO 9001| Quality Management| Tableau,"Allegro MicroSystems, LLC",,54,4.199999809,28,NH,
Business / Data Analyst,Business Intelligence| SDLC| Excel| SQL| Microsoft Access| Tableau| Data Warehouse| Visio,RBC,Banks and Financial Services,2904,4.099999905,30,NJ,"10,000+"
Data Analyst III,Accounting| GAAP| IFRS| Excel,Virtus Partners,,19,2.599999905,21,NY,
"Live Operations Data Analyst, World of Tanks PC",Machine Learning| Data Warehouse| Hadoop| Oracle| Python| SQL| Excel| Tableau,Wargaming.net,,11,4,30,TX,
Sr. Finance Data Analyst,SQL,Johns Manville,Industrial Manufacturing,231,3.599999905,18,CO,"Less than 10,000"
Institutional Research Data Analyst,Qualtrics| Power BI| SPSS| Data Mining| SAS,Life Chiropractic College West,Education and Schools,15,3,2,CA,
Supervision Data Analyst - Supervision Group,SharePoint| Visual Basic| SAS| SQL| Excel,Federal Reserve Bank of New York,Banks and Financial Services,495,4.099999905,14,NY,"Less than 10,000"
Sr. Data Analyst,Oracle| SAS| Crystal Reports| SQL| Tableau,Meridian Health Plan,Health Care,155,2.799999952,15,MI,
36th EWS Mission Data Analyst,,DCS Corp,Aerospace and Defense,46,4.5,30,FL,"Less than 10,000"
Data Analyst / SQL Developer (Data),Linux| Microsoft SQL Server| Perl| SQL| PostgreSQL| Chef| PowerShell| Scripting| Oracle| Java| Data Warehouse| Shell Scripting| Python| DB2,"Digital Management, LLC",Internet and Software,127,3.700000048,30,MD,
Senior Data Analyst,SQL| Data Analysis,Twitch,"Media, News and Publishing",44,4.5,30,WA,"Less than 10,000"
"Inside Sales Analyst, Sales & Delivery Analytics",Salesforce CRM| R| Python| SQL| Excel| Tableau,Tesla,Industrial Manufacturing,1445,3.599999905,11,CA,"10,000+"
Customer Operations - Data Analyst,Microsoft SQL Server| Data Warehouse| Power BI| Visual Basic| R| Oracle| Python| SQL| Tableau,OneSource Virtual,,34,2.900000095,30,TX,
Risk Data Analyst,Certified Internal Auditor| Microsoft Powerpoint| CPA| RMF| Tableau,Vanguard,Banks and Financial Services,740,3.900000095,12,PA,"10,000+"
Health Policy Data Analyst,R| SAS| Excel| SQL| STATA| Data Analysis| Python| Audits,Logistics Management Institute,,44,4,19,VA,
Data Analyst,Statisical Analysis| Excel| Microsoft Office,CRGT Inc.,Aerospace and Defense,131,3.400000095,28,DC,"Less than 10,000"
Senior Data Analyst,Hive| Microsoft Powerpoint| Google Analytics| R| SQL| Tableau| Spark| Python,"TrueCar, Inc.",,21,3.400000095,30,CA,
"IT Senior Data Analyst, POS",Data Warehouse| Informatica| Process Improvement| PostgreSQL| Oracle| SQL,Genuine Parts Company,Auto,1270,3.700000048,29,GA,
Senior Data Analyst,Time Management| SQL| Excel| Tableau| Data Analysis| Business Analysis,EBSCO Industries Inc,,89,3.700000048,24,MA,
Sr Mgr I Data Analyst-Tech,Supervising Experience,Walmart,Retail,157456,3.599999905,30,AR,"10,000+"
Performance Analytics Analyst,Time Management| Excel,Wyndham Hotels & Resorts,,63,3.900000095,20,NJ,
Data Analyst 3 (Tech),Data Warehouse| SAS| Oracle| SQL| Microsoft Office,"Northwest Permanente, P.C.",,,,30,OR,
Business Intelligence Data Analyst,Time Management| Power BI| Excel,Vitals,,27,4.400000095,30,NJ,
"Sr. Analyst, Data Analytics",Business Intelligence| Microsoft SQL Server| Visual Basic| R| SQL| Microsoft Office| Tableau,Green Dot Corporation,Banks and Financial Services,27,3.400000095,30,CA,"Less than 10,000"
"Data Analyst, Impact and Performance Assessment",MySQL| SPSS| Scripting| R| SAS| Python| SQL| Tableau,UJA Federation of New York,,17,3.799999952,30,NY,
Senior Data Analyst,SQL| Tableau,Chapman Cubine Adams & Hussey,,,,30,VA,
Financial Data Analyst,JavaScript| Hyperion| Microsoft SQL Server| Data Mining| Microsoft Powerpoint| R| SAS| Oracle| Excel| Cloud Computing| SQL| Tableau| Visio| Data Analysis| OOP| Financial Modeling,Inovalon,Health Care,398,3.200000048,30,MD,"Less than 10,000"
Data Analyst (AKA Lead Quant),Business Intelligence| Google Analytics| SQL| Tableau,Seasoned,,5,4.800000191,30,TX,
Sr. Data Analyst,Business Intelligence| Oracle| SQL| Microsoft Office| Excel| Big Data| Splunk| Data Warehouse| DB2,Alliance Data - Retail,Banks and Financial Services,988,3.799999952,27,OH,"Less than 10,000"
Business Data Analyst-Gov't Programs,Microsoft SQL Server| Time Management| Project Management| SDLC| Microsoft Office| Tableau| Analysis Skills,FirstCare Health Plans,,37,2.900000095,30,TX,
Data Analyst II,Microsoft Powerpoint| Visual Basic| R| SQL| Microsoft Word| Accounting| Python,AmTrust Financial Services,Banks and Financial Services,158,2.900000095,27,NJ,
Staff Business Systems/Data Analyst,Business Intelligence| QlikView| SAP| Oracle| SQL| Tableau,SunPower Corporation,,91,3.700000048,2,CA,
Business Data Analyst VBA/SQL,JavaScript| Microsoft SQL Server| Microsoft Powerpoint| Visual Basic| Power BI| SQL| Microsoft Office| HTML5| Tableau| .Net| C#,Solomon Associates,,6,4.300000191,30,TX,
SENIOR DATA ANALYST,Microsoft SQL Server| ERP Systems| Power BI| R| Oracle| Crystal Reports| Tableau| MATLAB| Python,Weatherford,Energy and Utilities,3148,3.900000095,30,TX,"10,000+"
Readiness Data Analyst,Microsoft Powerpoint| Visual Basic| SQL| Microsoft Office| Microsoft Access| Tableau| SharePoint| Visio| Python,Booz Allen Hamilton,Consulting and Business Services,1733,3.900000095,14,VA,"10,000+"
Philanthropy Data Analyst (Fundraising),Microsoft SQL Server| Excel| HTML5| Tableau| Application Support,Trinity Health,Health Care,310,3.5,30,MI,
Philanthropy Data Analyst (Fundraising),Microsoft SQL Server| Excel| HTML5| Tableau| Application Support,Trinity Health,Health Care,310,3.5,30,MI,
Modeling and Data Analyst,R| C/C++| SQL| Java| Natural Language Processing| MATLAB| OOP| Python,Logistics Management Institute,,44,4,30,VA,
DATA ANALYST,Data Warehouse,Diverse Lynx,Internet and Software,82,4.800000191,1,TX,
Marketing Data Analyst,Microsoft Powerpoint| Visual Basic| Marketing| SAS| SQL| Excel| Tableau| Microsoft Word| Business Analysis,ANTHEM MARKETING,,,,30,IL,
Sr. Data Analyst,Epic| SQL,Children's Hospital of Wisconsin,Health Care,161,4.300000191,30,WI,
Senior Data Analyst,SQL| Tableau| Alteryx,MassMutual Financial Group,Banks and Financial Services,845,3.799999952,30,MA,"Less than 10,000"
Data Analyst - BOBJ Consultant,Data Mining| Design Experience| SAP| Business Analysis,Capgemini,Consulting and Business Services,6072,3.799999952,29,SC,"10,000+"
Data Analyst - BOBJ Consultant,Data Mining| Design Experience| SAP| Business Analysis,Capgemini,Consulting and Business Services,6072,3.799999952,29,SC,"10,000+"
Principal Data Analyst,JavaScript| Pig| Hive| Perl| SQL| Tableau| Python| Process Management,Capital One,Banks and Financial Services,6790,4,6,VA,"10,000+"
"Retail Data Analytics, Sr. Analyst",Machine Learning| Hadoop| R| SAS| SQL| Big Data| Python,NRG Energy,Energy and Utilities,319,3.900000095,8,TX,"Less than 10,000"
Sr Data Analyst,R| SAS| SQL| SPSS| Python,Mountain America Credit Union,Banks and Financial Services,82,4.099999905,30,UT,
Senior Data Analyst,Salesforce CRM| Business Intelligence| Microsoft Powerpoint| SQL| Excel| Microsoft Office| Tableau| Business Analysis,Forcepoint,,98,3.099999905,30,TX,
Data Analyst - Commercial Sales,Time Management| Python| SQL| Excel,Convoy,,5,4.800000191,30,WA,
Enterprise BI Data Analyst,Alteryx| Microsoft Powerpoint| R| Statisical Analysis| SQL| Microsoft Office| Tableau,DJO,Health Care,125,3.299999952,30,TX,
Statistician/Mathematician/Data Analyst,R| MATLAB| Python,Radiance Technologies Inc.,,,,11,VA,
Salesforce Data Analyst,XML| SQL| Microsoft Office| Data Warehouse| Data Analysis,Acumen Solutions,,14,3.700000048,15,VA,
"System Analyst, Data & Analytics",Microsoft SQL Server| Software Development| Power BI| Oracle,HBM Holdings,,,,30,MO,
